Master Record Number,Agency,Local Code,County,Township,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Time Notified,Time Arrived,Investigation Complete?,Photos Taken?,Unique Location Id,State Property Damage?,Traffic Control,NARRATIVE
903362750,ISP BLOOMINGTON 33,2.019E+11,MONROE,BLOOMINGTON,BLOOMINGTON,4/25/2019,10:43 AM,2,0,0,0,0,,,,SR45,,,SR 45 SR 46,MONROE,,,,Y,,,,39.186944,-86.5468,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,CONCRETE,UNSAFE LANE MOVEMENT,$5001 TO $10000,RIGHT ANGLE,1058,1117,N,Y,MONROESTSR45SR46BYP,0,LANE CONTROL,"SR45/SR46 Bypass is a four lane State Highway that is separated by a raised rumble strip portion of concrete. The location of this collision occurred at a four way intersection with Monroe Street to the south and Stonelake Drive to the north. The weather consisted of light rain and the roadway surface was wet.V1, Jeep Liberty, was traveling north on Monroe Street at the Bypass. V2, Chevrolet Malibu, was stopped along the center raised strip of concrete on the Bypass immediately to the west of the intersection with Monroe Street. V2 was occupied by Chase D Conner, DOB 2-28-1998, who was sitting in the driver's seat and Boone W Smith, DOB 5-13-1997, who was sitting in the front passenger seat. The occupants of V2 are employed by the Indiana Department of Transportation (INDOT) and were completing inspections of the drainage structures along the median portion of the Bypass. An INDOT dump truck was parked along the median of the Bypass to the east of Monroe Street with an arrowboard attached to its rear to warn traffic traveling west on the Bypass. The dump truck was occupied by Chad Lamastus, DOB 9-3-1974. V1 began to make a left turn to travel west on the Bypass. V1 began to spin and struck the front right corner of V2 as it was parked along the center median section. V1 continued to spin after impact with V1 until it was facing north in the eastbound left turn lane of the Bypass. V1 then traveled west along the Bypass and D1 failed to stop after impact. Both occupants of V2 indicated their attention was focused on inspecting the center drainage structure when they felt an impact by V1. The vehicle was described as a brown sport utility vehicle and continued west on the Bypass after impact. The occupants were unable to provide a description of damage that occurred on V1. W1, Anthony Eads, stated he was stopped in the southbound lane of Stonelake Drive at the Bypass. W1 indicated he observed V1 accelerate northbound from Monroe Street and begin to turn west onto the Bypass. W1 indicated he could hear what seemed like tire spin when V1 spun as it was making the left turn. W1 stated V1 spun and struck the front of V2. W1 stated he observed V1 leave the scene after impact and traveled west on the Bypass. W1 stated he began to follow the vehicle and his front seat passenger, Foster Tiller, was able to take a photograph of the rear of V1 when they stopped on SR46 at Curry Pike. W1 stated V1 was occupied by a white female with dark colored hair. W1 stated V1 traveled south on Curry Pike from SR46 and he returned to the accident scene to provide the photograph to the other involved vehicle occupant. W1 agreed to send me a copy of the photograph that was taken which is attached to this report. Evidence shows damage to the front passenger fender, front passenger side bumper cover and passenger side headlight assembly of V2. Evidence shows yawmarks were present along the westbound lane leading across the front of V2. Evidence shows a portion of broken amber plastic lens was present along the roadway during the accident investigation. The photograph provided by W1 was a brown Jeep Liberty with Indiana registration ANY132. A records check indicated the vehicle was registered to Christopher Miller, 4500 S. Dunlap Road, Bloomington, IN. I traveled to 4500 S. Dunlap Road but there was no vehicles present at the residence. I determined via social media search that Christopher Miller was currently engaged to Nataley Kinser. Kinser is a white female with dark colored hair. I was unable to locate Kinser or Miller after checking the above address numerous times throughout the day. On Monday, April 29, 2019 at approximately 7:45 pm, I traveled to 4500 S. Dunlap Road and observed the brown Jeep Liberty with Indiana registration ANY132. A white male was present outside the residence who identified himself verbally as Christopher Miller. Miller confirmed he was engaged to Nataley Kinser and summoned her outside. I spo"
903359587,INDIANA UNIV BLOOMINGTON PD,191030,MONROE,BLOOMINGTON,BLOOMINGTON,4/25/2019,1:33 PM,1,0,0,0,0,,WOODLAWN,AVE,,,,WOODLAWN,ELEVENTH,,,,Y,,,,39.17342,-86.52352,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,$25001 TO $50000,RAN OFF ROAD,138,143,Y,Y,ELEVENTHSTWOODLAWNAVE,0,STOP SIGN,"V1 was traveling south on Woodlawn Avenue approaching the 11th Street intersection. There was a bus stopped at a designated bus stop on the west side of Woodlawn Avenue north of 11th Street.D1 stated he began to pass the stopped bus and accelerated as he attempted to pass. He stated that as he accelerated, the rear tires began to spin on the wet pavement and V1 began to rotate sideways. D1 stated that the vehicle slid sideways traveling southwest through the 11th Street intersection. The vehicle struck a curb on the northwest corner of the intersection, then slid over the curb and sidewalk on the southwest corner of the intersection. The vehicle then struck a light pole, an irrigation control box, and a house located at 822 East 11th Street.W1, W2, and W3 gave very similar accounts of the actions involved in the incident. There were no discrepancies.A portable breath test was given on scene and D1 provided a sample of .05 BrAC. D1 refused a chemical breath test and was taken to IU Health Bloomington Hospital for a blood draw.V1 was towed by Sturgis Towing due to disabling damage. D1 was arrested for Operating While Intoxicated IC 9-30-5-2.The light pole, irrigation control box, and the house located at 822 E. 11th Street belong to Indiana University.On 09/24/2019, The Indiana State Department of Toxicology issued the drug report for the blood test that was requested for Turk. The tests by NMS Labs concluded that Turk had the following:1) 25 ng/mL of blood of Alprazolam2) 8.1 ng/mL of blood of Delta-9 Carboxy THC3) 1.1 ng/mL of blood of Delta-9 THC"
903359231,BLOOMINGTON PD,B1916650,MONROE,BLOOMINGTON,BLOOMINGTON,4/25/2019,3:00 AM,1,0,0,0,0,,11TH,ST,,,,WEST 11TH,FOUNTAIN,,,,Y,OTHER,,,0,0,LOCAL/CITY ROAD,,,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,$5001 TO $10000,RAN OFF ROAD,344,350,Y,Y,FOUNTAINDRWEST11THST,0,NONE,On 4/25/2019 at 0344am I responded to the intersection of 11th and Fountain Drive in regard to a vehicle accident. On my arrival to the accident I observed a red Volkswagen Jetta facing to the south west that collided into a directional sign and came to rest in the woods. It appeared that vehicle 1 was traveling west on 11th street when it left the roadway and the front bumper collided with a street sign and its post before coming to rest just off the roadway. The driver of the vehicle was absent from the vehicle and could not be located. An attempt to locate the owner of the vehicle was made at 1000 west Church Lane but was unsuccessful. This case is active pending speaking with the owner of the vehicle to determine who may have been driving the vehicle during the time of the accident.
903359861,MONROE SD,M19A13329,MONROE,RICHLAND,ELLETTSVILLE,4/25/2019,2:28 AM,1,0,0,0,1,,,,SR46W,,,SR46W,CURRY,,,,N,,2970,N,39.5079842,-86.57139,STATE ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,$5001 TO $10000,COLLISION WITH DEER,232,236,Y,N,CURRYPIKESR46W,0,NONE,D1 STATED THAT HE WAS TRAVELING NORTH/ NORTH WEST ON SR 46 WHEN A DEER RAN OUT IN FRONT OF HIM. D1 STATED THAT HE STRUCK THE DEER WITH THE FRONT OF HIS VEHCILE CAUSING SEVERE DAMAGE TO THE FRONT OF V1.
903359720,BLOOMINGTON PD,B1916708,MONROE,BLOOMINGTON,BLOOMINGTON,4/25/2019,2:31 PM,2,0,0,0,0,,45 46,HWY,,,,45 46,N WALNUT,,,,N,,,,39.186368,-86.5344,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,$2501 TO $5000,REAR END,231,248,Y,Y,4546HWYNWALNUTST,0,TRAFFIC CONTROL SIGNAL,Vehicle 2 was driving west on State Road 45/46 approaching the intersection with N Walnut St. V2 began stopping due to a red light and the anti-lock system activated due to the wet road conditions. V1 was traveling behind V2 and attempted to stop as V2 attempted to stop. V1 then collided with the rear of V2 causing damage. Both vehicles were still operational after the incident.Driver 1 stated that he attempted to stop after he saw the brake lights on the rear of V2. D1 stated that his anti-lock brakes engaged but he was unable to stop in time and collided with the rear of V2.D 2 stated that she was driving and saw the light was turning red and that she would not make it through the intersection. D1 then applied the brakes and her anti-lock brakes engaged due to the road conditions. D2 said she was able to stop in time but her vehicle was then hit in the rear.
903359305,BLOOMINGTON PD,B1916666,MONROE,BLOOMINGTON,BLOOMINGTON,4/25/2019,8:38 AM,2,0,1,0,0,,2ND,ST,,,,600 W 2ND,MAPLE,,,,Y,,150,E,39.16144438,-86.53978578,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,$2501 TO $5000,REAR END,845,846,Y,N,600W2NDSTMAPLEST,0,LANE CONTROL,"V1 WAS EASTBOUND ON 2ND STREET APPROACHING ROGERST ST.V2 WAS ALSO EASTBOUND ON 2ND STREET IN FRONT OF V1.D1 SAID SHE TRIED TO STOP FOR TRAFFIC AHEAD THAT WAS SLOWING DOWN OR STOPPED. SHE SAID WHEN SHE BRAKED, HER TIRES SLID ONTHE WET PAVEMENT. SHE SAID SHE THEN TRIED TO SWERVE TO AVOID V2 BUT THE TIRES SLID AND SHE WENT STRAIGHT HITTING V2.D2 SAID A CAR TUNRED IN FRONT OF HIM TO ENTER THE HOSPITAL PARKING LOT AND HE BRAKED TO AVOID IT. HE SAID V1 THEN HIT HIM FROM BEHIND."
903359737,BLOOMINGTON PD,B1916744,MONROE,BLOOMINGTON,BLOOMINGTON,4/25/2019,7:39 PM,2,0,1,0,0,,WALNUT,ST,,,,SOUTH WALNUT,SMITH,,,,Y,,,,39.16285,-86.53363,LOCAL/CITY ROAD,Y,N,N,URBAN,N,Y,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,$5001 TO $10000,LEFT TURN,747,751,Y,Y,SOUTHWALNUTSTWESTSMITHAVE,0,TRAFFIC CONTROL SIGNAL,"D1 STATED HE WAS TRAVELING NORTHBOUND ON SOUTH WALNUT STREET WHEN HE ATTEMPTED TO MAKE A LEFT TURN ONTO WEST SMITH AVENUE, BUT COLLIDED WITH V2.D2 STATED SHE WAS TRAVELING NORTHBOUND ON SOUTH WALNUT STREET WHEN V1 STARTED TO MAKE A LEFT TURN, CAUSING V1 TO COLLIDE WITH V2.D2 STATED SHE HAD A HEADACHE AND HER UPPER LIP WAS NUMB DUE TO IT STRIKING THE STEERING WHEEL. D2 WAS TREATED AT THE SCENE AND WAS NOT TRANSPORTED FOR FURTHER MEDICAL ATTENTION.PHOTOGRAPHS WERE TAKEN AND LOGGED INTO EVIDENCE.V2 WAS TOWED DUE TO DISABLING DAMAGE."
903360454,BLOOMINGTON PD,B1916874,MONROE,BLOOMINGTON,BLOOMINGTON,4/26/2019,6:34 PM,3,0,2,0,0,,E 3RD,ST,,,,E 3RD,S SMITH,,,,Y,,300,E,39.16424,-86.480688,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,$5001 TO $10000,REAR END,436,439,Y,Y,E3RDSTSSMITHRD,0,NONE,"V1 WAS TRAVELING EAST BEHIND V2, WHICH WAS TRAVELING BEHIND V3, ALONG E. 3RD ST. THERE WAS SLOWING TRAFFIC IN FRONT OF V3. V3 STOPPED WITH TRAFFIC, AS DID V2, BUT V1 WAS UNABLE TO STOP PRIOR TO REAR ENDING V2, WHICH THEN REAR ENDED V3.D1 STATED THAT HE WAS TRAVELING EAST ON E. 3RD ST. D1 STATED THAT HE SAW THAT TRAFFIC IN FRONT OF HIM WAS SLOWING AND STOPPING. D1 STATED THAT HE WAS UNABLE TO STOP IN TIME TO AVOID REAR ENDING V2. WHEN V1 REAR ENDED V2, IT CAUSED V2 TO REAR END V3.BOTH D2 AND D3 STATED THE SAME STORY. D3 INCLUDED THAT SHE HAD STOPPED BECAUSE A TRANSIT BUS HAD STOPPED AHEAD OF HER."
903360426,BLOOMINGTON PD,B1916858,MONROE,BLOOMINGTON,BLOOMINGTON,4/26/2019,3:50 PM,2,0,0,0,0,319,VARSITY,LN,,,,E VARSITY,,,,,Y,,,,39.182976,-86.528416,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,BACKING CRASH,348,355,Y,N,EVARSITYLN,0,NONE,"D1 WAS PARKED IN A PARKING STALL IN FRONT OF 319 E VARSITY LN, FACING WEST, WHEN HE ATTEMPTED TO BACK HIS CAR OUT INTO THE PARKING LOT. D1 STATED THAT HE DID NOT SEE D2'S VEHICLE, AND CONTINUED BACKING, STRIKING THE FRONT DRIVER SIDE OF D2'S FRONT QUARTER PANEL, DAMAGING THE FRONT DRIVER SIDE TIRED2 STATED THAT SHE WAS DRIVING THROUGH THE PARKING LOT TRAVELING NORTHBOUND, WHEN SHE WAS STRUCK BY D1 BACKING OUT OF THE PARKING STALL IN FRONT OF 319 E VARSITY LN. D2 STATED THAT BY THE TIME SHE WITNESSED D1 STARTING TO MOVE FROM THE PARKING STALL, SHE DID NOT HAVE TIME TO STOP HER VEHICLE OR MOVE OUT OF THE WAY.BASED ON THE STATEMENTS TAKEN AND THE DAMAGE AT THE SCENE, MY INVESTIGATION YIELDED THAT D1 FAILED TO YIELD THE RIGHT OF WAY TO A VEHICLE ALREADY IN MOTION, BACKING HIS VEHICLE INTO THE DRIVER SIDE OF D2"
903360488,MONROE SD,M19A13547,MONROE,RICHLAND,BLOOMINGTON,4/26/2019,2:51 PM,2,0,0,0,0,,W VERNAL,PIKE,,,,W VERNAL,W HOWARD,,,,N,,200,S,39.187248,-86.635696,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,LEFT OF CENTER,$5001 TO $10000,OPPOSITE DIRECTION SIDESWIPE,254,259,Y,N,WHOWARDRDWVERNALPIKE,0,NONE,D1 STATED SHE WAS DRIVING ON W. VERNAL HEADING EAST WHEN SHE WENT TO GRAB A DRINK AND LOOKED AWAY FROM THE ROAD. V1 THEN WENT LEFT OF CENTER AND INTO V2'S LANE AND WHEN D1 LOOKED UP V1 SIDE SWIPED V2 ON THE FRONT DRIVERS SIDE.D2 STATED SHE WAS DRIVING ON W. VERNAL HEADING WEST WHEN V1 CAME INTO HER LANE. D2 TRIED TO PULL AS FAR OVER TO THE RIGHT OF THE ROAD AS SHE COULD BUT V1 SIDE SWIPED V2.
903362160,MONROE SD,M19A13442,MONROE,WASHINGTON,BLOOMINGTON,4/26/2019,12:55 AM,1,0,0,0,0,,,,I69,,,I69S,,,125.5,,N,,500,S,41.31675078,-85.08760901,INTERSTATE,,N,N,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,$5001 TO $10000,RAN OFF ROAD,1255,105,Y,N,I69S125.5,0,NONE,"Driver 1 stated that she was traveling south on S I69 when she hit water in the roadway, lost control of her vehicle, ran off the roadway, and struck the guard rail."
903360913,ISP BLOOMINGTON 33,2.019E+11,MONROE,PERRY,BLOOMINGTON,4/26/2019,4:05 PM,2,1,0,0,0,,,,SR37,,,SR37,FULLERTON,,,,Y,,,,0,0,INTERSTATE,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,,RAMP,CURVE/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,SAME DIRECTION SIDESWIPE,405,405,Y,N,FULLERTONPIKESR37,0,LANE CONTROL,"NARRATIVE:A 2-vehicle crash occurred on Interstate 69 north bound, at the junction of the ramp from Fullerton Pike onto I69 northbound near the 112.5 mile marker. I69 is a divided 6-lane north-south highway, which connects Evansville and Indianapolis by way of Bloomington. The center median is paved with a permanent concrete barrier topped by reflectors, whih separates the north and south lanes of traffic. Both shoulders are paved and approximately one car-width, with the left bounded by the center concrete divider wall and the right lane bounded by a metal guard rail. The shoulder on both sides of the driving lanes are delineated with a white reflective painted fog line. The lanes of travel are divided by a broken white lines in this area. Fullerton Pike, a 2-way paved city road, passes over I69 by way of an overpass approximately 500 feet to the south of where the collision occurred. The roadway on the afternoon of Friday, April 26, 2018 was cloudy but clear, with the road surface dry. There were no signs of preexisting fluids or foreign substances on the roadway. Vehicle 1 (V1), was a 2006 blue-grey Chevrolet Cobalt 4-door passenger car, (TN registration BZL642). Vehicle 2 (V2) was a white Peterbilt 2012 semi tractor (IN registration 2036940), pulling a 2012 aluminum HEI bulk carrier trailer (IN registration P720388). V2 had come to a controlled stop on the shoulder just past the end of the merge lane of the exit ramp from Fullerton Pike onto I69, on the right shoulder. V1 had also come to a controlled stop behind V2 on the right shoulder.I was travelling northbound when I observed both vehicles pulled over on the right shoulder just past the end of the exit ramp leading from Fullerton Pike onto northbound I69. I activated my emergency lights and made contact with both drivers, ensuring that neither of them were injured. Both drivers were outside the vehicles when I arrived on scene. Vehicle 1 (V1) had heavy damage to the exterior of the driver's side door, the exterior metal of which was torn. Additionally the rear left tire was flattened. There were various marks and abrasions to the left side of the vehicle. Vehicle 2 (V2) had light damage to the slotted aluminum running board on the exterior of the right (passenger) side exterior fuel tank. Driver 1 (D1)(Rivera) stated that she lived in Tennessee until recently and had just moved back to Indiana. She stated that she was merging onto I69 from Fullerton Pike and simply didn't see the truck as she changed lanes from the ramp into the right-most of the 3 northbound lanes. She stated that she 'simply merged right into the right into him', coming into contact with the tractor cab. She then immediately swerved away from the contact after becoming aware of the truck to her left. Driver 2 (D2)(Collings) stated that he was driving straight in the right-most lane of travel when he observed the vehicle coming down the ramp overtaking him from the rear. He was unable to merge into the lanes to his left to make space for the incoming vehicle, which continued to merge until it ran out of lane and came into contact with the right side of his vehicle. He had continued to drive straight within his lane of travel until the crash, at which time he braked and came to rest on the right side of the road on the shoulder. Based upon my investigation of the scene, the physical damage to both vehicles, and the interviews of both drivers, it is likely that the following occurred: V1 merged into the side of V2, which was unable to change lanes due to its large size and the heavy traffic. As such, D1 is at fault for failure to yield the right of way to vehicles in the northbound lanes of travel, resulting in V1 colliding into and sideswiping V2."
903360280,BLOOMINGTON PD,B1916821,MONROE,PERRY,BLOOMINGTON,4/26/2019,12:50 PM,2,0,0,0,0,,,,SR46E,,,SR46E,,SR446S,,,Y,,,,39.135648,-86.462,STATE ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,$5001 TO $10000,REAR END,1258,105,Y,N,SR446SSR46E,0,TRAFFIC CONTROL SIGNAL,"V1 AND V2 WERE BOTH EASTBOUND AND AT THE INTERSECTION WHEN V1 STRUCK THE REAR BUMPER PORTION OF V2.V1/D1 STATED SHE WAS EASTBOUND AND COMING UP TO THE INTERSECTION AND NOTICED VEHICLES APPEARED STOPPED DUE TO THE TRAFFIC LIGHT. D1 STATED SHE THEN BEGAN SLOWIN DOWN AND GLANCED DOWN TO GET A DRINK FROM HER SODA. D1 STATED AFTER DOING SO SHE REALIZED HER VEHICLE WAS ABOUT TO IMPACT THE REAR BUMPER OF V2 AND DID SO, CAUSING DAMAGE. V2/D2 STATED SHE HAD BEEN STOPPED AT THE LIGHT, HOWEVER, THE LIGHT CHANGED TO GREEN AND SHE BEGAN TO ACCELERATE. HOWEVER, PRIOR TO DOING SO, D2 STATED SHE SAW V1 IN HER REAR VIEW MIRROR APPROACHING AT WHAT APPEARED TO BE A HIGH RATE OF SPEED. DUE TO THIS, D2 STATED SHE BEGAN TO ACCELERATE IN ATTEMPT TO PREVENT V1 FROM COLLIDING INTO HER VEHICLE, HOWEVER, SHE WAS UNSUCCESSFUL AND HER VEHICLE WAS IMPACTED BY V1. V1 SUSTAINED HEAVY FRONT END DAMAGE AND WAS TOWED FROM THE SCENE DUE TO DISABLING DAMAGE. V2 SUSTAINED DAMAGE TO THE REAR BUMPER PORTION AND WAS DRIVEN FROM THE SCENE."
903360650,INDIANA UNIV BLOOMINGTON PD,191039,MONROE,BLOOMINGTON,BLOOMINGTON,4/26/2019,12:59 PM,1,0,0,0,0,,,,SR46,,,SR46,,SR45,,,Y,,125,E,39.18629224,-86.53257075,STATE ROAD,,Y,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,$1001 TO $2500,RAN OFF ROAD,103,108,N,N,SR45SR46,0,LANE CONTROL,"On 04/26/2019, at approximately 1303 hours, I was dispatched to Bland's Auto at 2200 North Walnut Street, to meet with a motorist who advised that he had just been run off of the road by an aggressive driver who had left heading toward Ellettsville. After getting information regarding the suspect vehicle, I put that information out over the radio to officers and deputies and had dispatch provide that information to Ellettsville Police. When I arrived, I met with the complainant Darrell Poer, the driver of a black BMW Z3 convertible, (IN PE plate, IUKXAZ) and witness Dominic Dpoffo. Poer advised that he had been driving westbound on the East State Road 45/46 Bypass near East 17th Street around 1259. Poer advised that there was a red Dodge Ram pickup truck in the right lane that was going slower than he was, so Poer moved from the right lane into the left lane to attempt to pass the truck. As Poer pulled into the left lane, the truck accelerated sharply, preventing him from being able to pass, so Poer got back into the right lane behind the truck. As they continued on the Bypass between 17th Street and North Fee Lane, the truck slowed down as it approached a car ahead of it. Poer again moved into the left lane to try to pass the Dodge. As he began to pull alongside the truck, the driver of the truck jerked the steering wheel sharply to the left, into the passing lane that Poer was in. Poer advised that he also had to jerk his wheel to the left to avoid a collision with the truck, and as a result, his driver side wheels and tires struck the raised curb median. Poer pointed out damage to both front and rear driver side rims and the front driver side tire from the impact with the curb. Poer said he went to pull over after striking the curb, but the truck continued on without stopping, so Poer continued on, following the Dodge, catching up with the Dodge at the traffic light at North Dunn Street. Poer then pulled around the truck west of the intersection and stopped ahead of it, exiting his vehicle to speak with the driver. Poer described the truck's driver as a husky white male in his late fifties or early sixties with sandy brown hair, a mustache and beard and wearing a long-sleeved high-visibility construction type shirt. As Poer approached the truck, he said he asked the driver ""What are you doing? You ran me off of the road intentionally!"". Poer said the male answered, ""I've got the right of way! I've got the right of way!"", remaining in the truck and then drove around Poer's vehicle and left, heading westbound on East State Road 46 toward Ellettsville. Dpoffo advised that he witnessed the entire sequence of events, from the intersection of East 17th Street to the point where Poer spoke with the truck driver while driving west on the Bypass in his own vehicle. Dpoffo said that when Poer initially tried to pass the red truck, the driver ""gunned it"" so aggressively that Dpoffo, who was following behind in his own vehicle, backed off from 5 or 6 car lengths behind in the left lane, to 10 or 11 car lengths behind. When I asked Dpoffo more regarding that, he said that he thought this was going to turn into a more serious incident based on the behavior of the truck driver so he backed off for safety reasons. When Poer attempted to pass the Dodge truck a second time, Dpoffo said he witnessed the truck jerk sharply into the passing lane so that the truck veered halfway into that left lane. This action caused Poer to have to also jerk left to avoid the truck and the BMW's driver side wheels struck the curb. Dpoffo also witnessed when Poer exited his vehicle and spoke with the truck driver. Dpoffo characterized Poer's tone and approach as ""non-aggressive"" and just wanting to ask why that had happened. Dpoffo said he noted the truck's license plate and he was the one who had provided it to after the truck driver left the scene. While no officers located the truck, the license plate Dpoffo provided, IN CL plate AA581, returned to a 2014"
